19:29:23.147 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/gpfs/apps/haswell/software/java-jdk-1.8.0_92/gatk/4.0.6.0/gatk-package-4.0.6.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
19:29:23.201 WARN  NativeLibraryLoader - Unable to load libgkl_compression.so from native/libgkl_compression.so (/tmp/mleukam/libgkl_compression712194377067259456.so: /tmp/mleukam/libgkl_compression712194377067259456.so: failed to map segment from shared object: Operation not permitted)
19:29:23.203 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/gpfs/apps/haswell/software/java-jdk-1.8.0_92/gatk/4.0.6.0/gatk-package-4.0.6.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
19:29:23.226 WARN  NativeLibraryLoader - Unable to load libgkl_compression.so from native/libgkl_compression.so (/tmp/mleukam/libgkl_compression6365466089247171609.so: /tmp/mleukam/libgkl_compression6365466089247171609.so: failed to map segment from shared object: Operation not permitted)
19:29:23.391 INFO  IndexFeatureFile - ------------------------------------------------------------
19:29:23.392 INFO  IndexFeatureFile - The Genome Analysis Toolkit (GATK) v4.0.6.0
19:29:23.392 INFO  IndexFeatureFile - For support and documentation go to https://software.broadinstitute.org/gatk/
19:29:23.392 INFO  IndexFeatureFile - Executing as mleukam@cri16cn047 on Linux v2.6.32-573.12.1.el6.x86_64 amd64
19:29:23.392 INFO  IndexFeatureFile - Java runtime: Java HotSpot(TM) 64-Bit Server VM v1.8.0_92-b14
19:29:23.392 INFO  IndexFeatureFile - Start Date/Time: August 17, 2018 7:29:22 PM CDT
19:29:23.392 INFO  IndexFeatureFile - ------------------------------------------------------------
19:29:23.392 INFO  IndexFeatureFile - ------------------------------------------------------------
19:29:23.393 INFO  IndexFeatureFile - HTSJDK Version: 2.16.0
19:29:23.393 INFO  IndexFeatureFile - Picard Version: 2.18.7
19:29:23.393 INFO  IndexFeatureFile - HTSJDK Defaults.COMPRESSION_LEVEL : 2
19:29:23.393 INFO  IndexFeatureFile - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
19:29:23.393 INFO  IndexFeatureFile - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
19:29:23.393 INFO  IndexFeatureFile - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
19:29:23.393 INFO  IndexFeatureFile - Deflater: JdkDeflater
19:29:23.393 INFO  IndexFeatureFile - Inflater: JdkInflater
19:29:23.393 INFO  IndexFeatureFile - GCS max retries/reopens: 20
19:29:23.393 INFO  IndexFeatureFile - Using google-cloud-java patch 6d11bef1c81f885c26b2b56c8616b7a705171e4f from https://github.com/droazen/google-cloud-java/tree/dr_all_nio_fixes
19:29:23.393 INFO  IndexFeatureFile - Initializing engine
19:29:23.394 INFO  IndexFeatureFile - Done initializing engine
19:29:24.208 INFO  FeatureManager - Using codec VCFCodec to read file file:///group/kline-lab/ref/dbsnp_151.vcf
19:29:24.236 INFO  ProgressMeter - Starting traversal
19:29:24.237 INFO  ProgressMeter -        Current Locus  Elapsed Minutes     Records Processed   Records/Minute
19:39:44.445 INFO  ProgressMeter -        chr3:67814261             10.3             123156000       11914325.5
19:39:55.002 INFO  ProgressMeter -        chr3:75118211             10.5             124863000       11877348.4
19:40:05.487 INFO  ProgressMeter -        chr3:75743401             10.7             125036000       11699347.8
19:40:15.485 INFO  ProgressMeter -        chr3:82258486             10.9             126537000       11657973.1
19:40:25.485 INFO  ProgressMeter -        chr3:87866582             11.0             127885000       11603967.0
19:40:35.580 INFO  ProgressMeter -        chr3:90311901             11.2             128487000       11483280.5
19:40:45.619 INFO  ProgressMeter -        chr3:98293983             11.4             130209000       11465727.0
19:40:55.621 INFO  ProgressMeter -       chr3:106719686             11.5             132139000       11467346.7
19:41:05.621 INFO  ProgressMeter -       chr3:114994718             11.7             133930000       11457062.0
19:41:15.624 INFO  ProgressMeter -       chr3:122002617             11.9             135502000       11428547.3
19:41:25.627 INFO  ProgressMeter -       chr3:128836053             12.0             137036000       11397678.6
19:41:35.628 INFO  ProgressMeter -       chr3:136213916             12.2             138674000       11376185.9
19:41:45.637 INFO  ProgressMeter -       chr3:143407974             12.4             140263000       11351277.0
19:41:55.636 INFO  ProgressMeter -       chr3:150364919             12.5             141813000       11323932.2
19:42:05.639 INFO  ProgressMeter -       chr3:157453045             12.7             143360000       11297054.6
19:42:15.642 INFO  ProgressMeter -       chr3:163804623             12.9             144762000       11259610.7
19:42:25.645 INFO  ProgressMeter -       chr3:169922497             13.0             146157000       11222587.9
19:42:35.648 INFO  ProgressMeter -       chr3:176185528             13.2             147557000       11186894.3
19:42:45.731 INFO  ProgressMeter -       chr3:183452670             13.4             149149000       11165379.5
19:42:55.729 INFO  ProgressMeter -       chr3:190702689             13.5             150788000       11148959.1
19:43:05.731 INFO  ProgressMeter -       chr3:197587949             13.7             152424000       11132705.9
19:43:15.734 INFO  ProgressMeter -         chr4:5548760             13.9             154049000       11116023.3
19:43:25.737 INFO  ProgressMeter -        chr4:12790986             14.0             156008000       11123578.3
19:43:35.737 INFO  ProgressMeter -        chr4:21121759             14.2             157930000       11128361.7
19:43:45.741 INFO  ProgressMeter -        chr4:29869134             14.4             159932000       11138618.7
19:43:55.739 INFO  ProgressMeter -        chr4:38822635             14.5             162029000       11155155.1
19:44:05.739 INFO  ProgressMeter -        chr4:47662573             14.7             164082000       11168346.8
19:44:15.743 INFO  ProgressMeter -        chr4:57415673             14.9             166095000       11178512.7
19:44:25.804 INFO  ProgressMeter -        chr4:65677986             15.0             168187000       11192978.4
19:44:35.807 INFO  ProgressMeter -        chr4:74561060             15.2             170269000       11207192.0
19:44:45.809 INFO  ProgressMeter -        chr4:83660195             15.4             172295000       11217463.2
19:44:55.810 INFO  ProgressMeter -        chr4:92662619             15.5             174298000       11226044.6
19:45:05.811 INFO  ProgressMeter -       chr4:101751732             15.7             176346000       11237311.1
19:45:15.812 INFO  ProgressMeter -       chr4:110975987             15.9             178382000       11247596.1
19:45:25.813 INFO  ProgressMeter -       chr4:120478557             16.0             180483000       11261699.5
19:45:35.815 INFO  ProgressMeter -       chr4:129843552             16.2             182540000       11272807.0
19:45:45.818 INFO  ProgressMeter -       chr4:139110192             16.4             184672000       11288238.1
19:45:55.822 INFO  ProgressMeter -       chr4:148178570             16.5             186680000       11295854.6
19:46:05.825 INFO  ProgressMeter -       chr4:157343201             16.7             188709000       11304599.6
19:46:15.827 INFO  ProgressMeter -       chr4:166314763             16.9             190747000       11313694.3
19:46:25.828 INFO  ProgressMeter -       chr4:175259187             17.0             192748000       11320459.9
19:46:35.832 INFO  ProgressMeter -       chr4:183951468             17.2             194770000       11328282.9
19:46:45.836 INFO  ProgressMeter -         chr5:1444146             17.4             196627000       11326451.0
19:46:55.836 INFO  ProgressMeter -        chr5:10040835             17.5             198661000       11334795.9
19:47:05.839 INFO  ProgressMeter -        chr5:18854761             17.7             200674000       11341764.6
19:47:15.841 INFO  ProgressMeter -        chr5:27862526             17.9             202782000       11353933.0
19:47:25.845 INFO  ProgressMeter -        chr5:37142886             18.0             204891000       11365921.3
19:47:35.845 INFO  ProgressMeter -        chr5:45730979             18.2             206899000       11372169.7
19:47:45.844 INFO  ProgressMeter -        chr5:56339639             18.4             208978000       11382171.7
19:47:55.848 INFO  ProgressMeter -        chr5:65577030             18.5             211014000       11389642.1
19:48:05.848 INFO  ProgressMeter -        chr5:75850761             18.7             213004000       11394538.7
19:48:15.849 INFO  ProgressMeter -        chr5:85122782             18.9             215045000       11402053.0
19:48:25.849 INFO  ProgressMeter -        chr5:94437610             19.0             217086000       11409445.6
19:48:35.849 INFO  ProgressMeter -       chr5:103461375             19.2             219106000       11415615.7
19:48:45.850 INFO  ProgressMeter -       chr5:111724094             19.4             221107000       11420688.3
19:48:55.853 INFO  ProgressMeter -       chr5:119541808             19.5             223118000       11426186.4
19:49:05.854 INFO  ProgressMeter -       chr5:127870097             19.7             225105000       11430353.5
19:49:15.856 INFO  ProgressMeter -       chr5:136317146             19.9             226975000       11428569.0
19:49:25.857 INFO  ProgressMeter -       chr5:145027208             20.0             228901000       11429620.0
19:49:35.859 INFO  ProgressMeter -       chr5:153376011             20.2             230765000       11427573.9
19:49:45.860 INFO  ProgressMeter -       chr5:160796407             20.4             232423000       11415453.0
19:49:55.862 INFO  ProgressMeter -       chr5:168444082             20.5             234205000       11409560.5
19:50:05.864 INFO  ProgressMeter -       chr5:176160890             20.7             235945000       11401742.6
19:50:15.864 INFO  ProgressMeter -         chr6:1901866             20.9             237638000       11391796.4
19:50:25.866 INFO  ProgressMeter -         chr6:9823432             21.0             239466000       11388437.3
19:50:35.866 INFO  ProgressMeter -        chr6:17489037             21.2             241206000       11380969.9
19:50:45.876 INFO  ProgressMeter -        chr6:26294001             21.4             243205000       11385726.5
19:50:55.870 INFO  ProgressMeter -        chr6:35283482             21.5             245165000       11388606.5
19:51:05.872 INFO  ProgressMeter -        chr6:44109512             21.7             247147000       11392456.4
19:51:15.872 INFO  ProgressMeter -        chr6:52947336             21.9             249185000       11398826.7
19:51:25.874 INFO  ProgressMeter -        chr6:62949764             22.0             251220000       11404947.0
19:51:35.877 INFO  ProgressMeter -        chr6:71631292             22.2             253296000       11412814.3
19:51:45.877 INFO  ProgressMeter -        chr6:80149383             22.4             255243000       11414820.7
19:51:55.877 INFO  ProgressMeter -        chr6:88664741             22.5             257258000       11419815.9
19:52:06.013 INFO  ProgressMeter -        chr6:98149813             22.7             259371000       11427914.7
19:52:16.016 INFO  ProgressMeter -       chr6:107623880             22.9             261461000       11435996.6
19:52:26.017 INFO  ProgressMeter -       chr6:117120455             23.0             263537000       11443378.4
19:52:36.019 INFO  ProgressMeter -       chr6:126577108             23.2             265600000       11450069.0
19:52:46.021 INFO  ProgressMeter -       chr6:135530613             23.4             267585000       11453333.8
19:52:56.100 INFO  ProgressMeter -       chr6:144293729             23.5             269512000       11453462.6
19:53:06.104 INFO  ProgressMeter -       chr6:153398785             23.7             271523000       11457738.3
19:53:16.107 INFO  ProgressMeter -       chr6:162234406             23.9             273541000       11462255.7
19:53:26.624 INFO  ProgressMeter -           chr7:14191             24.0             275521000       11461059.3
19:53:36.622 INFO  ProgressMeter -         chr7:6707976             24.2             277524000       11464894.0
19:53:46.625 INFO  ProgressMeter -        chr7:14424399             24.4             279515000       11468160.3
19:53:56.625 INFO  ProgressMeter -        chr7:22257099             24.5             281528000       11472302.1
19:54:06.626 INFO  ProgressMeter -        chr7:31257121             24.7             283559000       11477108.9
19:54:16.629 INFO  ProgressMeter -        chr7:40458869             24.9             285577000       11481313.2
19:54:26.630 INFO  ProgressMeter -        chr7:49458010             25.0             287610000       11486083.5
19:54:36.633 INFO  ProgressMeter -        chr7:58441430             25.2             289693000       11492751.6
19:54:46.633 INFO  ProgressMeter -        chr7:68764178             25.4             291776000       11499347.1
19:54:56.633 INFO  ProgressMeter -        chr7:77769460             25.5             293690000       11499246.9
19:55:06.636 INFO  ProgressMeter -        chr7:85711924             25.7             295487000       11494574.4
19:55:16.637 INFO  ProgressMeter -        chr7:94686247             25.9             297470000       11497165.7
19:55:26.640 INFO  ProgressMeter -       chr7:103230968             26.0             299398000       11497597.0
19:55:36.640 INFO  ProgressMeter -       chr7:111904937             26.2             301396000       11500715.8
19:55:46.645 INFO  ProgressMeter -       chr7:121113490             26.4             303405000       11504183.2
19:55:56.647 INFO  ProgressMeter -       chr7:129836837             26.5             305326000       11504298.5
19:56:06.650 INFO  ProgressMeter -       chr7:137826241             26.7             307069000       11497747.5
19:56:16.652 INFO  ProgressMeter -       chr7:145840485             26.9             308835000       11492140.7
19:56:26.654 INFO  ProgressMeter -       chr7:153228684             27.0             310587000       11486085.3
19:56:36.658 INFO  ProgressMeter -          chr8:504336             27.2             312208000       11475275.1
19:56:46.663 INFO  ProgressMeter -         chr8:4470543             27.4             313676000       11459007.3
19:56:56.663 INFO  ProgressMeter -         chr8:8112153             27.5             314891000       11433770.7
19:57:06.866 INFO  ProgressMeter -        chr8:12548475             27.7             316255000       11412828.7
19:57:16.976 INFO  ProgressMeter -        chr8:16976463             27.9             317663000       11394360.6
19:57:26.978 INFO  ProgressMeter -        chr8:22697410             28.0             319233000       11382614.1
19:57:36.979 INFO  ProgressMeter -        chr8:30028469             28.2             320930000       11375514.6
19:57:46.982 INFO  ProgressMeter -        chr8:37935080             28.4             322716000       11371614.7
19:57:56.984 INFO  ProgressMeter -        chr8:42725089             28.5             323816000       11343742.0
19:58:07.012 INFO  ProgressMeter -        chr8:51530004             28.7             325720000       11344023.5
19:58:17.148 INFO  ProgressMeter -        chr8:58637609             28.9             327353000       11334211.6
19:58:27.151 INFO  ProgressMeter -        chr8:67436538             29.0             329322000       11336944.9
19:58:37.155 INFO  ProgressMeter -        chr8:76394932             29.2             331308000       11340228.9
19:58:47.157 INFO  ProgressMeter -        chr8:85358690             29.4             333326000       11344584.0
19:58:57.156 INFO  ProgressMeter -        chr8:94494317             29.5             335352000       11349154.3
19:59:07.155 INFO  ProgressMeter -       chr8:103641050             29.7             337355000       11352905.7
19:59:17.157 INFO  ProgressMeter -       chr8:112978169             29.9             339427000       11358911.7
19:59:27.159 INFO  ProgressMeter -       chr8:121970766             30.0             341420000       11362222.0
19:59:37.164 INFO  ProgressMeter -       chr8:131051372             30.2             343462000       11367104.9
19:59:47.163 INFO  ProgressMeter -       chr8:139871921             30.4             345534000       11372946.6
19:59:57.164 INFO  ProgressMeter -         chr9:1800143             30.5             347405000       11372138.7
20:00:07.167 INFO  ProgressMeter -         chr9:8945016             30.7             349474000       11377773.4
20:00:17.169 INFO  ProgressMeter -        chr9:16112301             30.9             351519000       11382576.4
20:00:27.169 INFO  ProgressMeter -        chr9:23483019             31.0             353509000       11385568.6
20:00:37.171 INFO  ProgressMeter -        chr9:31881801             31.2             355604000       11391886.4
20:00:47.170 INFO  ProgressMeter -        chr9:41273180             31.4             357635000       11396103.8
20:00:57.174 INFO  ProgressMeter -        chr9:68438344             31.5             359723000       11402059.3
20:01:07.174 INFO  ProgressMeter -        chr9:77614053             31.7             361743000       11405832.1
20:01:17.175 INFO  ProgressMeter -        chr9:86737308             31.9             363795000       11410563.2
20:01:27.178 INFO  ProgressMeter -        chr9:95726918             32.0             365815000       11414246.6
20:01:37.179 INFO  ProgressMeter -       chr9:104629417             32.2             367799000       11416762.6
20:01:47.243 INFO  ProgressMeter -       chr9:113465475             32.4             369786000       11418986.9
20:01:57.244 INFO  ProgressMeter -       chr9:122369056             32.6             371761000       11421187.9
20:02:07.244 INFO  ProgressMeter -       chr9:130867709             32.7             373733000       11423280.7
20:02:17.367 INFO  ProgressMeter -          chr10:10787             32.9             375633000       11422450.6
20:02:27.368 INFO  ProgressMeter -        chr10:8106929             33.1             377652000       11425937.8
20:02:37.372 INFO  ProgressMeter -       chr10:16522501             33.2             379689000       11429926.1
20:02:47.401 INFO  ProgressMeter -       chr10:24576384             33.4             381626000       11430696.6
20:02:57.403 INFO  ProgressMeter -       chr10:32611295             33.6             383452000       11428327.3
20:03:07.404 INFO  ProgressMeter -       chr10:41754284             33.7             385473000       11431770.1
20:03:17.405 INFO  ProgressMeter -       chr10:50694430             33.9             387441000       11433614.9
20:03:27.406 INFO  ProgressMeter -       chr10:59644219             34.1             389464000       11437056.8
20:03:37.408 INFO  ProgressMeter -       chr10:68357562             34.2             391407000       11438121.8
20:03:47.412 INFO  ProgressMeter -       chr10:76795769             34.4             393278000       11437071.5
20:03:57.412 INFO  ProgressMeter -       chr10:85013746             34.6             395135000       11435648.2
20:04:07.420 INFO  ProgressMeter -       chr10:93658385             34.7             397022000       11435102.7
20:04:17.438 INFO  ProgressMeter -      chr10:101543146             34.9             398762000       11430217.6
20:04:27.436 INFO  ProgressMeter -      chr10:108726350             35.1             400411000       11422913.4
20:04:37.437 INFO  ProgressMeter -      chr10:115742902             35.2             401998000       11413912.5
20:04:47.516 INFO  ProgressMeter -      chr10:123126330             35.4             403618000       11405510.1
20:04:57.520 INFO  ProgressMeter -      chr10:130029074             35.6             405221000       11397109.5
20:05:07.522 INFO  ProgressMeter -        chr11:2139695             35.7             406727000       11386087.9
20:05:17.522 INFO  ProgressMeter -       chr11:10137963             35.9             408686000       11387791.2
20:05:27.525 INFO  ProgressMeter -       chr11:19204791             36.1             410707000       11391187.9
20:05:37.529 INFO  ProgressMeter -       chr11:27682363             36.2             412697000       11393692.1
20:05:47.533 INFO  ProgressMeter -       chr11:36503953             36.4             414658000       11395381.8
20:05:57.534 INFO  ProgressMeter -       chr11:45124111             36.6             416650000       11397909.2
20:06:07.536 INFO  ProgressMeter -       chr11:53916537             36.7             418618000       11399760.1
20:06:17.539 INFO  ProgressMeter -       chr11:61780120             36.9             420580000       11401426.5
20:06:27.540 INFO  ProgressMeter -       chr11:69769202             37.1             422539000       11403012.3
20:06:37.541 INFO  ProgressMeter -       chr11:78544795             37.2             424494000       11404466.2
20:06:47.543 INFO  ProgressMeter -       chr11:87176599             37.4             426501000       11407298.0
20:06:57.546 INFO  ProgressMeter -       chr11:96055649             37.6             428524000       11410525.6
20:07:07.546 INFO  ProgressMeter -      chr11:104536198             37.7             430518000       11412971.0
20:07:17.548 INFO  ProgressMeter -      chr11:113587636             37.9             432526000       11415764.4
20:07:27.548 INFO  ProgressMeter -      chr11:122460195             38.1             434522000       11418208.0
20:07:37.551 INFO  ProgressMeter -      chr11:131273453             38.2             436511000       11420457.1
20:07:47.552 INFO  ProgressMeter -        chr12:4047762             38.4             438374000       11419384.7
20:07:57.554 INFO  ProgressMeter -       chr12:12788763             38.6             440401000       11422585.0
20:08:07.556 INFO  ProgressMeter -       chr12:21425494             38.7             442379000       11424492.3
20:08:17.556 INFO  ProgressMeter -       chr12:30641470             38.9             444418000       11427961.6
20:08:27.556 INFO  ProgressMeter -       chr12:39223356             39.1             446509000       11432732.8
20:08:37.556 INFO  ProgressMeter -       chr12:48182444             39.2             448519000       11435398.3
20:08:47.559 INFO  ProgressMeter -       chr12:56697663             39.4             450501000       11437315.8
20:08:57.563 INFO  ProgressMeter -       chr12:65811403             39.6             452542000       11440703.9
20:09:07.564 INFO  ProgressMeter -       chr12:74659513             39.7             454497000       11441912.9
20:09:17.565 INFO  ProgressMeter -       chr12:83247436             39.9             456421000       11442334.7
20:09:27.647 INFO  ProgressMeter -       chr12:91557062             40.1             458294000       11441094.1
20:09:37.650 INFO  ProgressMeter -       chr12:99928162             40.2             460129000       11439293.6
20:09:47.653 INFO  ProgressMeter -      chr12:108295288             40.4             461956000       11437310.0
20:09:57.657 INFO  ProgressMeter -      chr12:116788862             40.6             463862000       11437285.8
20:10:07.658 INFO  ProgressMeter -      chr12:123475350             40.7             465398000       11428194.9
20:10:17.657 INFO  ProgressMeter -      chr12:131579010             40.9             467307000       11428300.1
20:10:27.660 INFO  ProgressMeter -       chr13:21794591             41.1             469211000       11428273.4
20:10:37.660 INFO  ProgressMeter -       chr13:29993985             41.2             471091000       11427669.3
20:10:47.662 INFO  ProgressMeter -       chr13:37651073             41.4             472796000       11422837.4
20:10:57.705 INFO  ProgressMeter -       chr13:46089035             41.6             474641000       11421225.4
20:11:07.752 INFO  ProgressMeter -       chr13:54329236             41.7             476413000       11417858.5
20:11:17.752 INFO  ProgressMeter -       chr13:62583252             41.9             478281000       11417023.6
20:11:27.788 INFO  ProgressMeter -       chr13:69623379             42.1             479893000       11409945.7
